Date,GSCI Energy,GSCI Ind Metals,GSCI Precious Metals,GSCI Agriculture,GSCI Livestock
19911101,557.4378,493.64,403.244,801.4566,2878.529
19911104,561.5264,495.1489,405.2867,796.0255,2841.991
19911105,564.1711,493.7878,402.3233,791.2874,2862.512
19911106,556.475,495.1568,402.7687,779.8847,2869.633
19911107,550.6868,493.9165,400.3078,773.2016,2884.39
19911108,546.186,492.6564,400.7135,773.7267,2923.092
19911111,532.5328,487.6553,402.2338,766.7607,2946.855
19911112,527.887,487.8095,403.5677,768.3997,2944.477
19911113,525.7019,489.213,404.3816,772.2443,2927.014
19911114,528.3769,495.7013,401.7399,778.1311,2969.691
19911115,537.6762,499.3478,406.7618,768.2844,2943.474
19911118,526.7616,494.8048,407.9457,774.9548,2937.124
19911119,520.7844,497.3466,411.6459,776.0431,2924.545
19911120,520.719,495.7386,412.8762,786.4596,2941.157
19911121,517.6188,493.8752,416.8642,785.2278,2934.82
19911122,504.836,492.0857,417.7945,785.5297,2938.562
19911125,507.8086,492.1951,415.9677,791.2686,2912.85
19911126,500.7,493.7103,413.5736,784.962,2917.041
19911127,504.6953,491.6435,415.9139,789.6737,2912.841
19911128,504.6953,491.6435,415.9139,789.6737,2912.841
19911129,507.9186,488.9898,415.6696,784.5407,2915.937
19911202,497.8185,487.82,413.916,790.4286,2899.738
19911203,482.6089,484.2395,410.5078,801.424,2870.447
19911204,488.2283,481.0625,412.1543,803.8059,2863.996
19911205,479.4567,479.8449,414.5164,801.8658,2855.418
19911206,468.5701,480.0038,416.7928,793.796,2882.362
19911209,452.1402,478.9429,416.3199,797.8266,2886.4
19911210,455.6381,476.2334,415.6147,792.8524,2852.611
19911211,456.9902,480.1684,412.455,795.4348,2833.41
19911212,465.1531,480.0249,403.0456,789.1833,2837.872
19911213,467.7518,478.1374,403.6363,799.0339,2847.183
19911216,463.4822,478.7161,403.3923,807.1005,2821
19911217,457.8597,480.8911,400.567,807.3776,2818.445
19911218,453.6635,478.6202,401.3815,807.5685,2805.762
19911219,447.0434,479.1393,400.1808,803.5161,2774.553
19911220,433.6805,479.7532,400.7143,808.1559,2758.887
19911223,439.0181,481.529,401.9059,817.3717,2764.341
19911224,443.5204,482.7137,401.5231,817.9529,2788.033
19911225,443.5204,482.7137,401.5231,817.9529,2788.033
19911226,430.7126,483.7237,396.242,824.2197,2762.477
19911227,435.0327,484.2657,395.1235,823.6067,2752.761
19911230,430.4283,486.7187,394.4204,813.311,2767.724
19911231,440.4848,484.9705,396.3671,819.8083,2788.103
19920101,440.4848,484.9705,396.3671,819.8083,2788.103
19920102,448.2597,478.6527,395.1301,812.3786,2783.865
19920103,446.7103,476.7219,392.9411,808.9075,2768.217
19920106,445.809,474.8473,391.9771,811.0592,2791.91
19920107,433.1903,473.3806,391.9561,808.9169,2836.753
19920108,416.513,475.8506,393.6846,817.8714,2831.102
19920109,416.1344,476.8969,401.0802,812.5238,2852.26
19920110,428.6109,479.0257,400.1809,815.3397,2856.163
19920113,442.615,477.6063,397.1059,821.697,2859.109
19920114,435.0702,476.0479,398.3445,822.7271,2843.885
19920115,442.9105,487.4981,398.6294,828.4475,2856.9
19920116,446.6576,495.4311,403.2077,824.2985,2881.059
19920117,451.1205,495.3424,400.456,833.9373,2862.015
19920120,445.6825,499.206,403.8069,834.8046,2848.947
19920121,436.8018,497.5709,404.1745,834.8984,2879.754
19920122,440.1422,501.4328,404.5437,841.2662,2894.614
19920123,435.6363,505.6466,400.7559,848.2399,2925.418
19920124,444.235,511.2417,400.3517,849.7791,2915.97
19920127,452.7381,514.3789,401.5156,846.4317,2927.761
19920128,445.6395,515.7425,402.5204,843.3787,2931.427
19920129,444.2594,513.4811,403.1209,846.106,2942.649
19920130,443.6866,508.1808,399.7974,841.5822,2920.977
19920131,446.5326,505.1391,404.327,841.1493,2940.852
19920203,448.3085,502.1622,403.8378,848.2116,2944.529
19920204,457.3362,499.7667,404.1475,852.4208,2988.239
19920205,462.3776,502.1566,404.0471,848.7795,2991.505
19920206,460.9571,504.6824,405.1902,850.2195,3011.152
19920207,468.501,509.8451,403.906,852.3776,3017.664
19920210,466.3852,508.4561,404.9203,862.8625,3052.02
19920211,455.0012,507.197,405.2496,835.5893,3014.655
19920212,457.586,513.865,407.5334,829.1845,3006.65
19920213,464.8275,518.7535,405.3942,826.1949,2983.87
19920214,458.6871,524.3841,402.3079,832.3637,2992.05
19920217,458.6871,524.3841,402.3079,832.3637,2992.05
19920218,432.7814,523.29,400.9411,823.5585,2977.842
19920219,441.7603,519.1091,400.7517,824.3381,3009.894
19920220,442.0723,516.8887,401.6317,830.7503,2997.362
19920221,438.2786,524.9245,399.2074,824.5338,2979.983
19920224,432.0949,529.4856,397.8951,816.1101,2912.206
19920225,432.2117,531.5566,396.5292,816.5121,2942.784
19920226,432.3527,536.3154,397.1888,819.7101,2919.076
19920227,440.0426,535.6813,401.7189,817.1925,2928.026
19920228,438.5982,532.4648,400.9466,817.2636,2947.97
19920302,429.7883,526.2596,400.211,822.4111,2945.173
19920303,435.0398,530.3468,399.011,814.7599,2951.859
19920304,437.4712,532.4504,399.6152,812.4901,2996.003
19920305,436.2801,529.7293,401.0259,811.6446,3001.501
19920306,430.942,526.2437,398.9973,811.4029,3041.902
19920309,432.4159,522.8704,398.5717,824.3127,3044.608
19920310,435.3092,525.5985,398.6288,820.5064,3034.848
19920311,432.4104,523.0407,400.038,815.3703,2998.182
19920312,438.7272,524.9817,396.0453,811.8741,3009.57
19920313,445.7665,528.8361,395.8186,806.1302,3005.73
19920316,446.8635,524.8619,392.5594,806.1695,3010.771
19920317,447.8353,529.9388,388.4262,807.896,2992.567
19920318,442.4599,533.1204,385.7437,811.2116,2988.324
19920319,448.3168,534.6941,387.296,815.3234,2992.255
19920320,438.5716,531.8752,386.9257,813.0712,3007.898
19920323,440.6755,528.5531,386.697,814.848,2997.075
19920324,441.0739,528.5981,387.9126,811.4513,3006.556
19920325,439.8633,527.5509,389.5305,806.9991,2992.397
19920326,443.034,531.2978,389.2413,809.952,2987.395
19920327,439.5655,531.3736,391.3125,809.2479,2997.669
19920330,441.9784,534.3495,390.7634,805.6518,2972.692
19920331,446.9755,534.8794,393.32,804.3781,3016.031
19920401,458.2726,536.4376,392.1026,792.3685,3019.086
19920402,456.1837,539.4167,389.5834,791.397,3037.314
19920403,466.196,538.5584,389.8738,799.0424,3070.109
19920406,470.4719,537.5562,389.1739,800.9013,3068.992
19920407,464.529,541.7083,386.9923,797.6069,3036.981
19920408,470.7991,539.2536,385.2649,794.6812,3054.214
19920409,464.2541,539.3877,387.2898,791.5613,3076.828
19920410,466.7183,542.2839,388.9362,789.2025,3052.363
19920413,460.2394,541.4944,387.2596,786.501,3046.248
19920414,451.6441,541.2243,387.6198,785.2043,3055.912
19920415,454.9152,540.6263,382.9404,785.9316,3042.513
19920416,464.1694,539.3892,383.686,788.0497,3033.07
19920417,464.1694,539.3892,383.686,788.0497,3033.07
19920420,466.7421,538.4997,382.4903,792.8229,3049.24
19920421,469.3238,540.6147,386.7995,792.2424,3038.28
19920422,461.1136,541.4331,385.6034,788.4095,3015.558
19920423,460.6398,542.2334,385.2127,804.4897,3047.654
19920424,463.1405,540.3596,383.1361,803.3257,3069.008
19920427,464.5722,540.2971,382.5337,800.2939,3062.217
19920428,467.841,538.3395,382.6407,794.4715,3069.16
19920429,474.324,537.7802,382.1461,789.3634,3047.389
19920430,476.9027,536.7848,384.4791,785.2196,3047.995
19920501,477.4547,536.2746,387.006,791.9001,3057.696
19920504,486.3095,537.8513,385.3392,811.4453,3082.647
19920505,479.1033,538.1085,386.1529,806.9576,3059.006
19920506,479.1414,539.6185,385.81,805.334,3056.125
19920507,478.2216,540.3497,383.9501,814.9971,3096.173
19920508,480.5531,539.6789,384.8748,805.8727,3110.716
19920511,484.7927,538.9183,386.0562,802.0165,3079.425
19920512,481.6768,538.4255,384.84,805.0945,3066.771
19920513,477.4042,538.0424,385.0872,811.693,3079.628
19920514,472.7223,539.0477,387.9188,803.6356,3064.092
19920515,476.8381,538.3901,388.4765,801.3525,3037.782
19920518,473.7251,541.3373,388.8417,801.1766,3046.603
19920519,466.3689,544.1186,388.3954,783.3318,3015.966
19920520,464.9331,545.5193,388.8266,780.8232,3003.134
19920521,474.9318,544.2294,387.5424,771.3088,3005.697
19920522,476.6775,544.1144,389.0585,774.2194,3020.579
19920525,476.6775,544.1144,389.0585,774.2194,3020.579
19920526,500.1673,544.6275,389.7592,784.7395,3030.113
19920527,496.7109,541.2765,390.024,793.8914,3026.128
19920528,498.2625,539.763,388.7975,791.6722,3003.842
19920529,501.8941,540.8731,387.6006,795.3823,3009.21
19920601,499.6897,543.0363,389.232,797.7334,3034.781
19920602,500.4602,543.2755,392.3209,806.7525,3032.642
19920603,508.1482,541.4465,391.3703,813.0414,3055.149
19920604,508.4601,545.8681,391.2666,816.9576,3061.454
19920605,512.1715,545.1813,390.4609,810.2154,3031.251
19920608,509.4865,540.8325,389.7455,821.0071,3037.65
19920609,506.07,537.1049,389.373,828.6453,3038.636
19920610,510.6328,536.8167,389.6022,825.0625,3020.622
19920611,506.2237,536.51,392.6642,816.519,3029.428
19920612,505.8813,537.4386,395.2384,815.8691,3041.797
19920615,506.1244,537.3683,395.3851,799.3126,3050.863
19920616,504.6466,536.5702,393.7986,799.4138,3061.76
19920617,505.9307,537.8604,392.4488,806.5829,3079.832
19920618,505.1203,534.809,393.1271,802.432,3080.519
19920619,506.2825,532.3701,390.7834,805.7888,3107.144
19920622,507.9586,529.5561,393.9518,799.6349,3098.062
19920623,509.8876,531.9287,394.6629,799.0259,3088.858
19920624,515.533,538.8656,392.8834,794.667,3078.264
19920625,507.9668,545.0368,393.0508,798.4753,3089.863
19920626,503.5721,544.9315,392.2799,801.2231,3117.782
19920629,498.4176,560.1239,396.2098,800.819,3140.102
19920630,484.753,558.3084,395.4428,795.3116,3152.899
19920701,489.5188,559.5919,397.4474,788.8022,3125.103
19920702,494.8452,564.3013,399.2763,777.8065,3135.38
19920703,494.8452,564.3013,399.2763,777.8065,3135.38
19920706,488.956,562.858,399.193,765.785,3137.701
19920707,476.96,568.277,397.031,769.894,3131.412
19920708,474.468,567.333,398.122,774.244,3099.967
19920709,475.425,562.427,400.127,766.798,3138.918
19920710,472.587,567.108,399.616,768.82,3130.047
19920713,475.295,563.214,400.82,769.152,3127.233
19920714,477.627,565.7054,402.638,767.596,3148.715
19920715,482.654,572.4595,405.099,771.276,3152.915
19920716,484.38,574.332,402.524,770.226,3161.054
19920717,479.295,573.73,408.45,773.478,3178.406
19920720,483.163,574.311,409.807,761.684,3167.083
19920721,481.665,575.625,406.449,764.183,3133.922
19920722,486.6,577.217,408.52,763.556,3136.741
19920723,490.19,578.861,408.214,756.788,3133.301
19920724,492.302,580.381,408.915,753.315,3127.729
19920727,493.193,580.381,407.034,751.541,3113.275
19920728,491.923,576.487,407.363,752.405,3101.935
19920729,489.713,570.655,404.566,742.768,3119.911
19920730,484.015,571.177,405.597,736.692,3148.638
19920731,485.322,571.051,407.451,728.481,3136.883
19920803,478.465,570.83,401.838,729.115,3175.85
19920804,474.265,571.442,401.738,723.669,3189.211
19920805,469.98,570.706,398.551,721.717,3197.217
19920806,477.683,571.37,398.688,718.455,3194.286
19920807,473.353,572.403,400.608,713.199,3199.111
19920810,469.919,569.884,399.525,712.824,3207.132
19920811,467.644,569.663,395.81,717.547,3182.484
19920812,471.631,565.799,384.993,711.339,3194.775
19920813,477.396,565.482,379.882,707.841,3223.511
19920814,476.842,564.347,380.112,710.021,3234.712
19920817,480.72,573.399,382.403,713.239,3207.692
19920818,480.044,573.736,380.746,710.722,3231.817
19920819,475.318,573.316,383.035,705.722,3235.324
19920820,477.507,571.007,382.486,708.633,3234.55
19920821,471.961,570.192,382.311,711.647,3226.707
19920824,483.701,572.893,386.175,725.076,3247.133
19920825,475.464,572.239,385.389,726.202,3227.571
19920826,476.915,570.837,383.145,718.024,3228.33
19920827,474.636,570.644,384.662,715.797,3210.986
19920828,481.209,567.846,385.445,709.853,3212.011
19920831,486.016,567.286,389.014,714.61,3213.565
19920901,489.558,569.661,386.768,717.938,3206.854
19920902,488.929,569.395,384.042,726.659,3268.44
19920903,488.501,564.834,386.701,727.108,3255.281
19920904,490.191,567.449,387.158,727.584,3269.061
19920907,490.191,567.449,387.158,727.584,3269.061
19920908,493.913,561.678,388.554,729.52,3297.258
19920909,493.206,557.903,388.271,725.142,3290.83
19920910,492.176,550.1,387.766,723.065,3303.853
19920911,494.365,550.882,386.259,718.443,3275.92
19920914,501.691,555.187,392.934,716.043,3293.084
19920915,498.903,554.979,393.503,723.137,3280.971
19920916,500.361,553.119,396.916,727.032,3267.45
19920917,496.41,550.536,394.084,725.91,3267.336
19920918,490.145,552.06,397.918,726.253,3273.603
19920921,489.295,554.324,394.14,724.899,3297.644
19920922,491.07,549.085,395.821,717.196,3283.862
19920923,498.011,547.407,395.253,715.011,3263.6
19920924,493.549,550.144,396.948,719.807,3271.601
19920925,490.479,549.323,396.846,723.065,3287.709
19920928,493.115,540.654,394.477,719.432,3305.613
19920929,490.043,541.946,394.454,721.669,3306.543
19920930,490.123,539.124,394.669,724.292,3325.06
19921001,493.587,535.191,393.768,724.078,3357.94
19921002,495.911,525.274,394.386,719.689,3369.281
19921005,493.34,518.537,396.947,717.388,3333.162
19921006,493.724,518.006,395.526,718.241,3328.621
19921007,496.041,514.831,395.773,718.003,3324.595
19921008,499.783,512.902,394.324,713.949,3345.838
19921009,510.746,511.185,395.299,714,3340.618
19921012,508.04,506.648,390.398,727.061,3403.729
19921013,501.59,506.449,388.929,729.771,3392.295
19921014,502.034,507.146,387.792,737.585,3386.25
19921015,508.211,506.214,386.469,733.008,3394.915
19921016,505.533,501.689,387.918,727.758,3370.41
19921019,502.977,496.987,388.543,732.48,3392.308
19921020,501.8,502.49,390.403,734.611,3368.962
19921021,491.731,503.069,390.391,728.722,3392.069
19921022,486.314,500.06,388.941,732.414,3357.517
19921023,483.676,498.628,389.515,722.408,3365.842
19921026,486.12,501.056,387.009,717.419,3385.91
19921027,482.531,499.781,383.619,720.16,3376.649
19921028,483.712,498.911,385.982,722.305,3310.796
19921029,473.018,500.669,385.715,725.855,3311.616
19921030,472.565,498.903,385.703,731.617,3322.918
19921102,476.906,493.312,386.722,745.545,3340.744
19921103,475.057,492.868,384.533,745.909,3328.662
19921104,465.45,493.121,385.079,737.74,3344.592
19921105,471.596,486.83,386.324,734.137,3347.847
19921106,462.065,482.526,385.158,741.23,3331.246
19921109,467.843,479.303,379.854,741.972,3362.085
19921110,463.832,482.534,374.929,743.728,3330.767
19921111,463.61,488.41,377.503,746.663,3335.615
19921112,459.104,483.446,380.231,751.108,3354.183
19921113,455.125,481.39,381.612,761.533,3352.88
19921116,462.779,482.263,380.421,761.977,3389.669
19921117,459.026,482.693,380.841,762.717,3386.386
19921118,454.253,486.071,381.955,759.163,3402.222
19921119,462.269,485.21,382.207,760.543,3401.877
19921120,463.101,485.229,383.001,758.785,3396.913
19921123,454.827,489.433,381.723,763.192,3424.909
19921124,454.549,488.392,381.354,763.543,3430.812
19921125,456.517,491.735,381.013,763.941,3433.824
19921126,456.517,491.735,381.013,763.941,3433.824
19921127,456.6,501.719,381.493,759.39,3413.097
19921130,448.166,500.398,382.609,761.49,3414.11
19921201,439.435,496.785,383.001,757.348,3426.072
19921202,438.594,495.945,384.031,755.818,3397.136
19921203,429.701,493.09,383.827,760.582,3397.952
19921204,428.533,493.328,384.286,754.161,3392.028
19921207,435.609,498.021,385.479,749.701,3433.72
19921208,428.255,496.392,384.595,749.836,3423.614
19921209,427.223,497.009,381.737,753.039,3443.696
19921210,437.164,495.835,382.357,754.357,3444.353
19921211,432.521,498.043,383.683,759.563,3474.619
19921214,431.998,497.029,382.986,759.089,3499.282
19921215,430.206,499.618,382.58,756.728,3484.337
19921216,443.359,503.099,386.237,752.633,3482.413
19921217,450.406,501.822,387.06,748.199,3472.554
19921218,451.201,504.693,384.807,748.768,3466.401
19921221,453.655,510.695,381.8,750.445,3481.926
19921222,450.024,511.441,380.032,751.509,3493.412
19921223,455.722,507.407,380.389,754.406,3486.503
19921224,455.762,510.827,380.225,754.429,3493.852
19921225,455.762,510.827,380.225,754.429,3493.852
19921228,451.849,510.203,380.506,751.604,3499.618
19921229,447.141,512.435,379.274,746.094,3488.922
19921230,446.582,512.762,379.708,746.391,3487.899
19921231,445.052,514.097,379.465,750.224,3515.876
19930101,445.052,514.097,379.465,750.224,3515.876
19930104,434.927,520.449,375.14,751.744,3531.724
19930105,440.0367,515.8006,376.5834,749.8241,3521.174
19930106,433.7663,510.8039,378.1533,753.9769,3527.389
19930107,429.0204,510.4462,376.7404,764.5444,3554.481
19930108,428.7954,511.6107,377.32,767.946,3563.441
19930111,426.0949,511.9861,375.3953,766.7178,3646.319
19930112,418.0104,497.5652,376.8017,769.5252,3618.94
19930113,418.9118,501.3351,375.5852,773.4297,3614.923
19930114,423.4442,499.8452,375.0672,776.8728,3604.188
19930115,428.4777,497.6885,374.8608,775.7122,3614.344
19930118,428.2407,496.9832,376.0337,775.3212,3595.982
19930119,422.6982,498.6138,376.8363,785.4967,3597.247
19930120,416.8459,495.465,379.2856,784.1358,3613.869
19930121,421.9608,495.7239,378.3627,782.3277,3577.714
19930122,422.6019,495.4079,377.5975,780.3825,3587.606
19930125,441.8258,493.3412,377.8969,769.9764,3575.77
19930126,441.6717,497.381,380.1539,764.666,3574.019
19930127,441.1313,498.6497,378.4356,764.2767,3572.029
19930128,456.3914,502.7692,379.4352,758.0914,3541.984
19930129,452.7017,498.2429,378.6068,760.698,3563.631
19930201,452.6925,497.2445,378.7411,760.2791,3574.467
19930202,445.0911,496.2174,378.3842,754.9471,3590.815
19930203,444.6127,497.4788,377.3592,758.0618,3599.823
19930204,451.3976,500.3409,377.3317,753.4843,3580.45
19930205,450.2907,501.5331,377.015,746.2651,3577.604
19930208,446.6994,504.8996,377.4438,741.9782,3609.709
19930209,445.0686,504.0894,379.1383,749.7305,3622.869
19930210,447.424,500.8588,383.8067,759.4466,3676.577
19930211,448.0547,500.9515,383.0004,756.5303,3673.95
19930212,440.724,498.2868,379.613,754.4399,3679.806
19930215,440.724,498.2868,379.613,754.4399,3679.806
19930216,432.2179,497.395,383.2704,760.1225,3659.619
19930217,429.8738,498.6419,380.3905,763.7226,3661.634
19930218,433.5961,499.2617,379.7736,760.4668,3671.748
19930219,440.3707,498.7053,377.7851,758.2023,3665.556
19930222,449.0289,497.6704,372.6647,759.9613,3693.276
19930223,452.4844,495.475,376.9847,762.4213,3698.799
19930224,452.5522,489.4439,375.2098,763.1006,3705.906
19930225,455.7772,486.0803,375.503,756.6779,3709.139
19930226,455.8148,485.8404,375.534,758.153,3722.311
19930301,455.2857,477.7524,374.7781,763.5877,3714.62
19930302,452.6358,475.0391,375.1793,767.4205,3749.215
19930303,455.4472,478.147,374.4998,767.5008,3743.382
19930304,468.7401,476.508,374.4283,770.1582,3753.518
19930305,465.0724,478.1847,375.622,763.4082,3798.777
19930308,459.0896,477.9286,372.8025,760.3936,3869.43
19930309,458.9726,477.3784,373.0483,756.2253,3855.328
19930310,453.4424,477.192,372.932,759.2813,3863.085
19930311,447.2881,480.9104,374.6916,755.9485,3860.454
19930312,453.2517,482.5133,375.961,756.6259,3841.476
